Date,Time,ID,Name,Comments
2021/11/04,23:21:03:23,1281832,SPRITE_061121_NXT_UNSCRIPTED_0055,(null)
2021/11/04,23:21:59:17,1278930,2021_22_NBA 75_NBA LANE_0030,New Clip
2021/11/04,23:22:29:18,1204690,NBA Game_Break Bumper,New Clip
2021/11/04,23:22:37:05,1281894,041121_NBA ACTION_PT 2_DUR 1248,New Clip
2021/11/04,23:35:26:02,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,23:35:40:22,1184692,Kwetu Mixx_coming up,(null)
2021/11/04,23:35:47:23,1280846,COMING UP WITH MORTEIN LED,(null)
2021/11/04,23:36:03:17,1231602,SMIRNOFF_HOLLYWOOD TVC_0019,(null)
2021/11/04,23:36:22:17,1278929,2021_22_NBA_LEAGUE PASS SOS FREE TRIAL_0015,New Clip
2021/11/04,23:36:37:16,1281838,SPRITE_071121_NXT_HEALTH DIARY_0057,(null)
2021/11/04,23:37:34:21,1255817,CHEZA_LOTTO 50M_0102 new,(null)
2021/11/04,23:38:37:08,1274892,GEN_KWETU MIX_LATEST_0039,(null)
2021/11/04,23:39:16:17,1205759,NTV JIONI JOSHUA MAKORI PROMO -0013,(null)
2021/11/04,23:39:30:00,1281845,SMIRNOFF_061121_GEN_THE TREND_0123,(null)
2021/11/04,23:40:53:06,1281843,061121_KENYA RAILWAYS DOCU_0037,(null)
2021/11/04,23:41:31:05,1109717,NTV_STATION ID_MUSIC AND SLOGAN_FINAL mov,(null)
2021/11/04,23:41:47:05,846290,PG RATINGS NEW_PG,(null)
2021/11/04,23:41:56:18,1281898,041121_KWETU MIXX_PT 1_DUR 1532_1SB_1POP_NIGHT,New Clip
2021/11/04,23:57:29:18,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,23:57:44:17,1272752,HUNTERS ELECTRONICS_0057,(null)
2021/11/04,23:58:42:03,1205753,NTV JIONI NURU ABDULAZIZ_0012,(null)
2021/11/04,23:58:54:23,1281832,SPRITE_061121_NXT_UNSCRIPTED_0055,(null)
2021/11/04,23:59:50:17,1244265,GEN_GUMZO LA SATO PROMO BEST,(null)
